place,username,mark
brasserie_lambic/1103076129/,Дмитрий Тропышко,5
brasserie_lambic/1103076129/,Ирина Довлатова,5
brasserie_lambic/1103076129/,Iolanta Овчинникова,5
brasserie_lambic/1103076129/,sunflower.samurai,5
brasserie_lambic/1103076129/,ace of the cross,5
brasserie_lambic/1103076129/,Сергей Корнух,5
brasserie_lambic/1103076129/,Мария Яхина,5
brasserie_lambic/1103076129/,Оля Михальчик,5
brasserie_lambic/1103076129/,Оксана Валерьевна,5
brasserie_lambic/1103076129/,Максим Жилин,5
brasserie_lambic/1103076129/,svetlanakozlova717@gmail.com,5
brasserie_lambic/1103076129/,Евгений Б,5
brasserie_lambic/1103076129/,Kub Kub,4
brasserie_lambic/1103076129/,b-527694,4
brasserie_lambic/1103076129/,Инкогнито 2401,5
brasserie_lambic/1103076129/,Денис С,5
brasserie_lambic/1103076129/,Константин Горожанкин,5
brasserie_lambic/1103076129/,Svetla Baginska,5
brasserie_lambic/1103076129/,Дмитрий Б.,5
brasserie_lambic/1103076129/,Анна Козлова,5
brasserie_lambic/1103076129/,Нина К.,5
brasserie_lambic/1103076129/,Мария Сергеевна,3
brasserie_lambic/1103076129/,Ольга,5
brasserie_lambic/1103076129/,Павел,5
brasserie_lambic/1103076129/,Михаил К.,5
brasserie_lambic/1103076129/,Надежда Светлакова,5
brasserie_lambic/1103076129/,Дарья Федорова,5
brasserie_lambic/1103076129/,Александр И.,1
brasserie_lambic/1103076129/,Инкогнито 0794,5
brasserie_lambic/1103076129/,Maria Z.,5
brasserie_lambic/1103076129/,Елизавета Малкина,2
brasserie_lambic/1103076129/,Татьяна Бафяшина,2
brasserie_lambic/1103076129/,Vlad Z.,5
brasserie_lambic/1103076129/,Дмитрий Крутилин,4
brasserie_lambic/1103076129/,Мария Е.,5
brasserie_lambic/1103076129/,АЛЕКСЕЙ ЧЕБОТАЕВ,5
brasserie_lambic/1103076129/,Александр Снимщиков,3
brasserie_lambic/1103076129/,Майя Д.,5
brasserie_lambic/1103076129/,Александр Ванин,1
brasserie_lambic/1103076129/,Максим Северин,5
brasserie_lambic/1103076129/,Elena Korovkina,2
